method,sample_id,absolute_error,direction,predicted_count,gt_interval_low,gt_interval_high,original_image,mask_image,overlay_image,prediction_json,manifest_json
ImgGen mask,luca_unc_high_mag_013,0,inside interval,13,10,22,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_013/20260624_135434/run_manifest.json
ImgGen overlay,luca_unc_high_mag_004,0,inside interval,21,16,55,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/run_manifest.json
ImgGen overlay,luca_unc_high_mag_003,0,inside interval,7,5,30,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_003/20260624_132334/run_manifest.json
ImgGen overlay,luca_unc_high_mag_001,0,inside interval,26,8,28,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_001/20260624_131429/run_manifest.json
ImgGen mask,luca_unc_high_mag_002,0,inside interval,10,4,14,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_002/20260624_131856/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_002/20260624_131856/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_002/20260624_131856/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_002/20260624_131856/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_002/20260624_131856/run_manifest.json
ImgGen mask,luca_unc_high_mag_004,0,inside interval,19,16,55,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_004/20260624_132610/run_manifest.json
ImgGen overlay,luca_unc_high_mag_006,0,inside interval,14,5,15,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_006/20260624_133111/run_manifest.json
ImgGen overlay,luca_unc_high_mag_038,0,inside interval,9,3,10,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/run_manifest.json
ImgGen mask,luca_unc_high_mag_036,0,inside interval,8,4,9,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/run_manifest.json
ImgGen mask,luca_unc_high_mag_038,0,inside interval,8,3,10,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_038/20260624_145616/run_manifest.json
ImgGen overlay,luca_unc_high_mag_035,0,inside interval,14,4,16,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/run_manifest.json
ImgGen mask,luca_unc_low_mag_001,0,inside interval,18,15,39,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/run_manifest.json
ImgGen overlay,luca_unc_low_mag_001,0,inside interval,21,15,39,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_001/20260624_150622/run_manifest.json
ImgGen overlay,luca_unc_high_mag_036,0,inside interval,9,4,9,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_036/20260624_145011/run_manifest.json
ImgGen overlay,luca_unc_low_mag_016,0,inside interval,12,3,14,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260627_135616/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260627_135616/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260627_135616/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260627_135616/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_016/20260627_135616/run_manifest.json
ImgGen overlay,luca_unc_low_mag_011,0,inside interval,2,1,3,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260627_133012/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260627_133012/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260627_133012/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260627_133012/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260627_133012/run_manifest.json
ImgGen mask,luca_unc_low_mag_011,0,inside interval,2,1,3,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260624_155559/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260624_155559/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260624_155559/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260624_155559/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_011/20260624_155559/run_manifest.json
ImgGen overlay,luca_unc_low_mag_013,0,inside interval,2,2,5,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260627_134555/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260627_134555/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260627_134555/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260627_134555/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_013/20260627_134555/run_manifest.json
ImgGen overlay,luca_unc_low_mag_004,0,inside interval,10,4,12,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_004/20260624_152118/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_004/20260624_152118/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_004/20260624_152118/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_004/20260624_152118/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_004/20260624_152118/run_manifest.json
ImgGen overlay,luca_unc_low_mag_000,0,inside interval,28,5,28,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_000/20260624_150227/run_manifest.json
ImgGen mask,luca_unc_high_mag_033,0,inside interval,9,6,18,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_033/20260624_144425/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_033/20260624_144425/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_033/20260624_144425/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_033/20260624_144425/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_033/20260624_144425/run_manifest.json
ImgGen mask,luca_unc_high_mag_035,0,inside interval,15,4,16,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_high_mag_035/20260624_144700/run_manifest.json
ImgGen overlay,luca_unc_low_mag_028,0,inside interval,58,25,84,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/run_manifest.json
ImgGen mask,luca_unc_low_mag_028,0,inside interval,52,25,84,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_028/20260624_162616/run_manifest.json
ImgGen mask,luca_unc_low_mag_030,0,inside interval,65,51,123,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/run_manifest.json
ImgGen overlay,luca_unc_low_mag_030,0,inside interval,74,51,123,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_030/20260624_163538/run_manifest.json
ImgGen mask,luca_unc_low_mag_023,0,inside interval,22,11,31,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260624_160738/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260624_160738/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260624_160738/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260624_160738/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260624_160738/run_manifest.json
ImgGen overlay,luca_unc_low_mag_023,0,inside interval,12,11,31,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260627_143826/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260627_143826/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260627_143826/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260627_143826/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_023/20260627_143826/run_manifest.json
ImgGen mask,luca_unc_low_mag_025,0,inside interval,23,11,25,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_025/20260624_160921/run_manifest.json
ImgGen overlay,luca_unc_low_mag_036,0,inside interval,50,44,111,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_036/20260624_171553/run_manifest.json
ImgGen overlay,luca_unc_low_mag_042,0,inside interval,47,31,82,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/run_manifest.json
ImgGen mask,luca_unc_low_mag_042,0,inside interval,42,31,82,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_042/20260624_175643/run_manifest.json
ImgGen overlay,luca_unc_low_mag_041,0,inside interval,64,38,89,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/images/E5_imggen_overlay_vlm_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/images/E5_imggen_overlay_vlm_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/predictions/E5_imggen_overlay_vlm.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/run_manifest.json
ImgGen mask,luca_unc_low_mag_041,0,inside interval,58,38,89,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/images/original.jpg,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/images/E3_imggen_deterministic_mask.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/images/E3_imggen_deterministic_overlay.png,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/predictions/E3_imggen_deterministic.json,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/luca_unc_low_mag_041/20260624_174917/run_manifest.json
